21:01:18;-2.33572600; 9.30461600; 3.80991500
21:01:18;-2.31658100; 9.30461600; 3.86735100
21:01:18;-2.31658100; 9.30461600; 3.86735100
21:01:18;-2.31658100; 9.30461600; 3.86735100
21:01:18;-2.39316200; 9.32376100; 3.86735100
21:01:19;-2.31658100; 9.30461600; 3.80991500
21:01:19;-2.39316200; 9.30461600; 3.75247900
21:01:19;-2.31658100; 9.32376100; 3.86735100
21:01:19;-2.31658100; 9.30461600; 3.80991500
21:01:19;-2.25914500; 9.30461600; 3.86735100
21:01:19;-2.33572600; 9.30461600; 3.86735100
21:01:19;-2.33572600; 9.30461600; 3.86735100
21:01:19;-2.27829100; 9.30461600; 3.86735100
21:01:19;-2.33572600; 9.30461600; 3.80991500
21:01:19;-2.31658100; 9.30461600; 3.80991500
21:01:20;-2.20171000; 9.30461600; 3.92478700
21:01:20;-2.33572600; 9.32376100; 3.80991500
21:01:20;-2.33572600; 9.32376100; 3.79076900
21:01:20;-2.39316200; 9.30461600; 3.73333400
21:01:20;-2.45059800; 9.38119700; 3.56102600
21:01:20;-2.45059800; 9.36205200; 3.56102600
21:01:20;-2.45059800; 9.36205200; 3.56102600
21:01:20;-2.50803400; 9.38119700; 3.50359000
21:01:20;-2.56547000; 9.30461600; 3.50359000
21:01:20;-2.50803400; 9.43863300; 3.56102600
21:01:21;-2.50803400; 9.36205200; 3.56102600
21:01:21;-2.50803400; 9.36205200; 3.56102600
21:01:21;-2.45059800; 9.36205200; 3.56102600
21:01:21;-2.50803400; 9.43863300; 3.50359000
21:01:21;-2.69948700; 9.24718000; 3.48444500
21:01:21;-2.50803400; 9.49606900; 3.42700900
21:01:21;-2.50803400; 9.43863300; 3.31213700
21:01:21;-2.50803400; 9.49606900; 3.44615400
21:01:21;-2.50803400; 9.36205200; 3.50359000
21:01:21;-2.37401700; 9.55350500; 3.38871800
21:01:22;-2.25914500; 9.55350500; 3.50359000
21:01:22;-2.50803400; 9.49606900; 3.42700900
21:01:22;-2.62290600; 9.43863300; 3.17812000
21:01:22;-2.50803400; 9.49606900; 3.31213700
21:01:22;-2.45059800; 9.53435900; 3.21641000
21:01:22;-2.56547000; 9.41948700; 3.27384600
21:01:22;-2.69948700; 9.30461600; 3.38871800
21:01:22;-2.75692300; 9.36205200; 3.38871800
21:01:22;-2.54632500; 9.49606900; 3.27384600
21:01:22;-2.48888900; 9.49606900; 3.46529900
21:01:23;-2.37401700; 9.38119700; 3.63760700
21:01:23;-2.50803400; 9.30461600; 3.56102600
21:01:23;-2.45059800; 9.38119700; 3.56102600
21:01:23;-2.31658100; 9.43863300; 3.56102600
21:01:23;-2.39316200; 9.43863300; 3.56102600
21:01:23;-2.35487200; 9.55350500; 3.98222200
21:01:23;-3.65675200; 8.67282100; 2.89094000
21:01:23;-3.59931600; 9.17059800; 2.92923100
21:01:23;-3.35042700; 9.17059800; 3.50359000
