21:01:18;0.11736620, -0.06440797, 0.04407951, 0.99001710
21:01:18;0.11717950, -0.06268389, 0.04471725, 0.99012120
21:01:18;0.11717950, -0.06268389, 0.04471725, 0.99012120
21:01:18;0.11717950, -0.06268389, 0.04471725, 0.99012120
21:01:18;0.11762320, -0.06372532, 0.04432880, 0.99001960
21:01:19;0.11772890, -0.06864946, 0.04283677, 0.98974340
21:01:19;0.11769350, -0.07278019, 0.04171432, 0.98950050
21:01:19;0.11719160, -0.07367832, 0.04214099, 0.98947550
21:01:19;0.11681660, -0.07393805, 0.04313976, 0.98945740
21:01:19;0.11689110, -0.07392665, 0.04290373, 0.98945980
21:01:19;0.11750950, -0.07375679, 0.04246221, 0.98941810
21:01:19;0.11824140, -0.07391744, 0.04173274, 0.98935010
21:01:19;0.11842090, -0.07389723, 0.04121561, 0.98935180
21:01:19;0.11854300, -0.07382181, 0.04094423, 0.98935410
21:01:19;0.11893670, -0.07335721, 0.04055341, 0.98935750
21:01:20;0.11829050, -0.07352862, 0.04094877, 0.98940590
21:01:20;0.11823550, -0.07297521, 0.04073311, 0.98946240
21:01:20;0.11876160, -0.07225993, 0.04034429, 0.98946780
21:01:20;0.11865100, -0.07193201, 0.04044114, 0.98950100
21:01:20;0.11866030, -0.07160638, 0.04017169, 0.98953450
21:01:20;0.11906820, -0.07089185, 0.04022326, 0.98953490
21:01:20;0.11877300, -0.07104122, 0.03975419, 0.98957850
21:01:20;0.11765530, -0.06938972, 0.04006368, 0.98981670
21:01:20;0.11630050, -0.06330080, 0.04318634, 0.99025360
21:01:20;0.11643710, -0.06008097, 0.04288510, 0.99045110
21:01:21;0.11539830, -0.05693844, 0.04371330, 0.99072220
21:01:21;0.10935280, -0.04827180, 0.05215770, 0.99145930
21:01:21;0.06777784, -0.02944815, 0.08273951, 0.99382750
21:01:21;0.05419294, -0.01980468, 0.09727654, 0.99358340
21:01:21;0.02651221, 0.00119885, 0.12292420, 0.99206110
21:01:21;0.01581353, 0.01022954, 0.13704290, 0.99038590
21:01:21;0.00559170, 0.03804022, 0.16330880, 0.98582540
21:01:21;0.01128088, 0.08278044, 0.18305330, 0.97954670
21:01:21;0.01994367, 0.13237700, 0.18916670, 0.97277670
21:01:21;0.03899221, 0.25335230, 0.25057610, 0.93354370
21:01:22;0.04144601, 0.30505250, 0.29778180, 0.90363220
21:01:22;0.04346029, 0.36450700, 0.35055970, 0.86159960
21:01:22;0.04973323, 0.37066330, 0.35234160, 0.85789900
21:01:22;0.06035356, 0.37368530, 0.34410090, 0.85925050
21:01:22;0.08059217, 0.36896100, 0.32611410, 0.86661530
21:01:22;0.08879878, 0.35546430, 0.31125710, 0.87685730
21:01:22;0.09347875, 0.24567450, 0.24464480, 0.93330310
21:01:22;0.09019481, 0.16878820, 0.19480240, 0.96199140
21:01:22;0.10021140, 0.04324713, 0.13291860, 0.98509890
21:01:22;0.10517890, 0.00061128, 0.11885720, 0.98732470
21:01:23;0.10480260, -0.06062770, 0.10881200, 0.98666140
21:01:23;0.10242730, -0.07819515, 0.10353390, 0.98624280
21:01:23;0.09817498, -0.07499251, 0.10325920, 0.98695260
21:01:23;0.09906531, -0.05878744, 0.10453670, 0.98782700
21:01:23;0.10212520, -0.05661586, 0.09890751, 0.98822190
21:01:23;0.10351720, -0.05728360, 0.09729426, 0.98819860
21:01:23;0.10424200, -0.05584265, 0.09601858, 0.98832970
21:01:23;0.10397880, -0.05394801, 0.09513297, 0.98854820
21:01:23;0.10372770, -0.05445101, 0.09497504, 0.98856230
21:01:23;0.10343750, -0.05581522, 0.09419014, 0.98859160
21:01:24;0.10503900, -0.05351062, 0.09329981, 0.98863470
21:01:24;0.10638020, -0.04990081, 0.09235406, 0.98876890
21:01:24;0.10577120, -0.04756176, 0.09264115, 0.98892270
